N	F0	m	del	d0	v0	out	Int_v1	Int_v2	Int_d2	Tsim	KK	SSi	SS
integer	integer	integer	integer	integer	integer	integer	integer	integer	integer	integer	continuous	continuous	nominal
3	500	1926	12	48	86	0	78	298	542	300	5.800000	1.090000	1
3	500	1926	9	37	76	0	144	260	499	299	2.620000	1.210000	1
3	500	1926	14	39	85	0	208	385	782	300	1.400000	1.760000	1
3	500	1926	18	31	85	0	42	310	445	300	11.900000	1.070000	1
3	500	1926	6	23	79	1	1330	3257	4691	300	12.370000	10.300000	1
3	500	1926	9	30	77	0	43	242	372	299	11.080000	0.870000	0
3	500	1926	14	23	89	1	1931	4278	4508	300	10.510000	12.520000	1
3	500	1926	1	49	68	0	31	184	247	300	15.570000	0.670000	0
3	500	1926	10	53	80	0	51	194	328	300	9.120000	0.700000	0
3	500	1926	4	26	85	1	519	1880	2348	300	6.060000	5.570000	1
3	500	1926	5	25	85	1	695	2148	3122	300	4.700000	6.880000	1
3	500	1926	2	40	65	0	74	284	501	299	6.110000	1.050000	1
3	500	1926	12	46	84	0	45	277	431	300	10.560000	0.950000	0
3	500	1926	2	37	86	0	42	219	327	299	11.680000	0.800000	0
3	500	1926	5	46	75	0	158	289	590	300	2.250000	1.320000	1
3	500	1926	16	58	61	0	75	347	461	300	12.540000	1.210000	1
3	500	1926	9	44	88	0	35	189	253	299	14.870000	0.710000	0
3	500	1926	4	50	67	0	32	192	257	300	15.480000	0.710000	0
3	500	1926	5	37	75	0	157	287	583	300	2.280000	1.300000	1
3	500	1926	13	31	81	0	50	370	565	300	9.530000	1.240000	1
3	500	1926	18	25	85	1	1922	4093	4730	300	13.190000	9.180000	1
3	500	1926	5	28	68	0	94	979	1001	300	7.870000	3.300000	1
3	500	1926	15	32	73	0	53	426	614	300	9.080000	1.440000	1
3	500	1926	10	48	62	0	184	474	979	300	1.800000	1.860000	1
3	500	1926	14	25	80	1	1688	3631	4530	300	14.050000	7.870000	1
3	500	1926	10	35	78	0	71	275	487	300	6.460000	1.010000	1
3	500	1926	6	25	82	1	1045	2928	4691	300	11.510000	9.070000	1
3	500	1926	3	43	80	0	134	575	987	300	3.480000	2.070000	1
3	500	1926	13	30	82	0	60	206	342	300	7.740000	0.820000	0
3	500	1926	6	45	84	0	82	229	408	300	5.470000	0.920000	0
3	500	1926	10	21	62	1	1536	3333	4261	300	7.350000	9.190000	1
3	500	1926	6	39	69	0	151	278	534	300	2.440000	1.280000	1
3	500	1926	14	54	85	0	81	360	616	300	5.640000	1.300000	1
3	500	1926	14	22	62	1	1680	3607	4035	300	15.060000	10.600000	1
3	500	1926	7	36	67	0	63	259	333	299	12.720000	1.030000	1
3	500	1926	13	33	81	0	43	245	329	300	14.750000	0.870000	0
3	500	1926	6	29	67	0	95	329	557	300	4.650000	1.220000	1
3	500	1926	2	49	82	0	43	237	370	299	10.750000	0.830000	0
3	500	1926	19	28	75	0	45	368	398	300	11.380000	1.290000	1
3	500	1926	5	43	60	0	107	612	1032	300	3.980000	2.110000	1
3	500	1926	2	46	61	0	42	218	326	299	11.550000	0.800000	0
3	500	1926	1	50	61	0	137	227	397	300	2.780000	1.110000	1
3	500	1926	6	55	74	0	51	197	335	300	9.200000	0.690000	0
3	500	1926	3	31	78	0	44	196	305	300	10.610000	0.720000	0
3	500	1926	10	43	88	0	63	203	347	300	7.350000	0.800000	0
3	500	1926	7	36	78	0	33	192	256	299	15.480000	0.710000	0
3	500	1926	15	46	77	0	67	315	413	300	13.450000	1.130000	1
3	500	1926	19	30	79	0	45	230	340	300	11.410000	0.850000	0
3	500	1926	12	50	83	0	190	480	984	300	1.700000	1.930000	1
3	500	1926	9	31	65	0	69	259	457	299	6.640000	0.960000	0
3	500	1926	9	41	82	0	46	234	327	299	12.230000	0.890000	0
3	500	1926	18	27	77	1	1000	2601	4045	300	3.800000	5.960000	1
3	500	1926	4	32	64	0	46	231	324	300	12.220000	0.880000	0
3	500	1926	5	37	66	0	42	219	324	300	11.890000	0.810000	0
3	500	1926	10	41	89	0	44	223	300	300	13.820000	0.840000	0
3	500	1926	15	47	89	0	42	278	371	300	15.210000	0.960000	0
3	500	1926	2	55	65	0	39	190	259	299	13.950000	0.720000	0
3	500	1926	10	37	75	0	105	628	1031	300	4.080000	2.160000	1
3	500	1926	1	50	61	0	42	246	379	300	11.050000	0.880000	0
3	500	1926	4	44	89	0	61	191	330	300	7.510000	0.740000	0
3	500	1926	5	50	89	0	53	177	294	300	8.620000	0.690000	0
3	500	1926	15	42	82	0	61	211	347	300	7.660000	0.840000	0
3	500	1926	5	39	62	0	79	319	563	300	5.690000	1.160000	1
3	500	1926	12	57	62	0	74	258	457	300	6.310000	0.970000	0
3	500	1926	13	23	70	1	1681	3566	4916	300	4.130000	7.190000	1
3	500	1926	10	55	67	0	149	338	612	300	3.040000	1.500000	1
3	500	1926	11	35	66	0	138	259	506	299	2.850000	1.180000	1
3	500	1926	14	23	77	1	1766	3713	4974	300	5.410000	7.330000	1
3	500	1926	16	50	70	0	54	379	567	300	8.860000	1.300000	1
3	500	1926	7	35	76	0	43	254	392	299	10.970000	0.910000	0
3	500	1926	18	40	65	0	91	323	585	300	5.270000	1.200000	1
3	500	1926	2	58	69	0	74	268	484	299	6.120000	0.990000	0
3	500	1926	11	54	89	0	43	237	364	299	11.070000	0.850000	0
3	500	1926	5	26	89	1	662	2210	3155	300	11.910000	7.120000	1
3	500	1926	13	43	86	0	60	203	337	300	7.810000	0.810000	0
3	500	1926	17	21	68	1	1845	3957	4054	300	11.650000	11.890000	1
3	500	1926	6	39	86	0	155	362	634	300	3.240000	1.600000	1
3	500	1926	7	37	69	0	34	192	256	299	15.430000	0.710000	0
3	500	1926	15	21	65	1	1748	3773	4067	300	6.720000	11.250000	1
3	500	1926	10	44	68	0	71	267	473	300	6.500000	0.990000	0
3	500	1926	3	23	81	1	945	2889	4910	300	6.520000	9.300000	1
3	500	1926	8	50	74	0	49	280	448	299	9.560000	0.970000	0
3	500	1926	2	21	72	1	1134	2844	4896	299	9.080000	8.920000	1
3	500	1926	17	52	72	0	44	321	480	300	10.830000	1.100000	1
3	500	1926	1	40	61	0	88	243	455	300	5.020000	0.970000	0
3	500	1926	12	25	60	1	1524	3412	4282	300	15.160000	10.180000	1
3	500	1926	5	54	88	0	44	222	316	300	12.150000	0.840000	0
3	500	1926	14	48	87	0	43	253	340	300	14.820000	0.890000	0
3	500	1926	18	24	85	1	2004	4466	4250	300	15.250000	13.450000	1
3	500	1926	2	22	86	1	940	2864	5041	299	5.320000	9.260000	1
3	500	1926	17	49	89	0	81	345	448	300	12.770000	1.230000	1
3	500	1926	8	44	75	0	146	341	649	299	3.040000	1.490000	1
3	500	1926	14	54	63	0	86	373	628	300	5.430000	1.370000	1
3	500	1926	12	52	86	0	93	333	623	300	4.710000	1.230000	1
3	500	1926	15	28	89	1	520	2197	3830	300	1.680000	6.360000	1
3	500	1926	6	57	70	0	52	189	307	300	8.860000	0.720000	0
3	500	1926	12	43	76	0	47	312	492	300	9.950000	1.050000	1
3	500	1926	4	34	75	0	51	187	305	300	8.990000	0.710000	0
3	500	1926	1	24	75	1	615	1944	2537	300	2.950000	4.910000	1
3	500	1926	16	43	71	0	118	994	1327	300	3.800000	3.410000	1
3	500	1926	1	58	62	0	118	336	625	300	3.670000	1.340000	1
3	500	1926	13	48	73	0	52	372	565	300	9.140000	1.270000	1
3	500	1926	2	50	79	0	55	175	288	299	8.350000	0.690000	0
3	500	1926	10	55	63	0	42	219	321	300	11.920000	0.800000	0
3	500	1926	1	47	80	0	214	336	624	300	1.320000	1.670000	1
3	500	1926	5	54	63	0	32	184	245	300	15.860000	0.680000	0
3	500	1926	17	21	83	1	1919	4078	5722	300	1.690000	8.350000	1
3	500	1926	5	51	64	0	39	202	275	300	14.150000	0.760000	0
3	500	1926	19	44	82	0	69	229	380	300	6.900000	0.930000	0
3	500	1926	10	20	75	1	1679	3670	4173	300	8.940000	11.150000	1
3	500	1926	19	41	61	0	90	612	653	300	13.210000	2.070000	1
3	500	1926	6	21	87	1	1413	3054	4097	300	2.740000	6.520000	1
3	500	1926	4	54	89	0	57	175	296	300	8.010000	0.690000	0
3	500	1926	8	46	77	0	69	262	464	299	6.650000	0.970000	0
3	500	1926	16	48	67	0	54	443	635	300	8.990000	1.500000	1
3	500	1926	8	26	66	1	527	1924	2712	299	5.560000	5.670000	1
3	500	1926	13	20	81	1	1975	4226	3874	300	15.260000	13.440000	1
3	500	1926	13	49	63	0	43	270	359	300	15.100000	0.930000	0
3	500	1926	10	59	63	0	87	362	629	300	5.270000	1.320000	1
3	500	1926	2	51	84	0	80	218	393	299	5.540000	0.890000	0
3	500	1926	6	24	86	1	1290	3237	4899	300	11.630000	10.140000	1
3	500	1926	11	50	65	0	62	209	343	299	7.590000	0.840000	0
3	500	1926	8	52	66	0	138	245	457	299	2.850000	1.160000	1
3	500	1926	13	43	66	0	47	382	574	300	9.990000	1.290000	1
3	500	1926	4	53	69	0	66	248	435	300	6.850000	0.930000	0
3	500	1926	7	54	81	0	51	190	313	299	9.040000	0.720000	0
3	500	1926	16	58	74	0	44	220	326	300	11.480000	0.810000	0
3	500	1926	10	20	83	1	1805	3881	4098	300	13.130000	12.000000	1
3	500	1926	11	55	84	0	38	220	295	299	15.010000	0.800000	0
3	500	1926	4	51	62	0	58	247	318	300	13.280000	0.980000	0
3	500	1926	12	59	83	0	38	240	317	300	15.620000	0.850000	0
3	500	1926	18	24	65	1	1647	3729	6347	300	1.040000	7.410000	1
3	500	1926	4	28	66	0	100	613	635	300	10.160000	2.100000	1
3	500	1926	1	23	86	1	848	2300	3644	300	14.000000	7.300000	1
3	500	1926	11	26	72	1	1434	3154	4091	299	15.380000	7.560000	1
3	500	1926	16	38	61	0	99	384	712	300	4.630000	1.380000	1
3	500	1926	3	54	81	0	38	195	268	300	14.020000	0.740000	0
3	500	1926	11	30	64	0	55	247	347	299	12.340000	0.910000	0
3	500	1926	14	56	81	0	107	646	1049	300	4.090000	2.230000	1
3	500	1926	1	37	84	0	32	185	253	300	14.920000	0.690000	0
3	500	1926	18	49	80	0	72	380	497	300	12.490000	1.310000	1
3	500	1926	17	46	74	0	54	377	473	300	14.470000	1.290000	1
3	500	1926	8	20	67	1	1573	3384	4152	299	13.070000	10.210000	1
3	500	1926	2	36	78	0	53	240	323	299	12.520000	0.950000	0
3	500	1926	15	27	89	1	930	2515	3827	300	4.010000	5.970000	1
3	500	1926	14	56	67	0	50	422	619	300	9.650000	1.420000	1
3	500	1926	4	21	68	1	1277	3017	4348	300	4.630000	9.260000	1
3	500	1926	13	39	75	0	46	253	344	300	14.490000	0.890000	0
3	500	1926	6	44	65	0	202	357	695	300	1.500000	1.690000	1
3	500	1926	13	50	80	0	169	420	911	300	2.010000	1.640000	1
3	500	1926	2	58	79	0	51	181	296	299	8.980000	0.690000	0
3	500	1926	5	26	78	1	351	1813	2613	300	1.280000	6.240000	1
3	500	1926	2	30	77	0	103	412	719	299	4.160000	1.450000	1
3	500	1926	19	41	66	0	79	531	610	300	12.500000	1.800000	1
3	500	1926	13	53	66	0	77	254	451	300	6.070000	0.980000	0
3	500	1926	15	52	63	0	57	207	332	300	8.530000	0.810000	0
3	500	1926	5	45	74	0	37	190	258	300	14.400000	0.720000	0
3	500	1926	4	54	71	0	79	248	461	300	5.690000	0.950000	0
3	500	1926	1	35	82	0	149	261	509	300	2.480000	1.220000	1
3	500	1926	4	36	73	0	51	188	307	300	9.000000	0.710000	0
3	500	1926	5	31	65	0	48	246	393	300	9.700000	0.860000	0
3	500	1926	13	28	62	1	591	1781	2398	300	11.740000	5.130000	1
3	500	1926	6	43	61	0	159	443	826	300	3.300000	1.690000	1
3	500	1926	4	25	75	1	722	2103	2940	300	4.430000	6.390000	1
3	500	1926	6	34	64	0	98	331	640	300	4.490000	1.210000	1
3	500	1926	5	44	79	0	57	179	295	300	8.170000	0.710000	0
3	500	1926	5	36	67	0	40	198	270	300	14.010000	0.750000	0
3	500	1926	16	20	78	1	1978	4221	3861	300	12.380000	13.420000	1
3	500	1926	1	30	62	0	65	207	364	300	7.010000	0.790000	0
3	500	1926	19	30	60	0	42	466	582	300	11.830000	1.580000	1
3	500	1926	17	33	84	0	59	308	426	300	12.330000	1.080000	1
3	500	1926	19	41	84	0	60	212	337	300	8.160000	0.840000	0
3	500	1926	7	28	67	0	124	768	884	299	6.180000	2.620000	1
3	500	1926	13	23	83	1	1815	3853	5053	300	5.700000	7.790000	1
3	500	1926	3	20	79	1	1380	3158	4750	300	10.120000	10.240000	1
3	500	1926	3	28	83	0	163	710	1025	300	1.680000	2.430000	1
3	500	1926	13	57	68	0	141	823	1227	300	3.510000	2.840000	1
3	500	1926	7	35	71	0	32	187	248	299	15.820000	0.680000	0
3	500	1926	12	56	69	0	47	307	481	300	10.250000	1.040000	1
3	500	1926	1	33	66	0	50	210	358	300	9.310000	0.720000	0
3	500	1926	18	31	78	0	50	415	502	300	14.950000	1.410000	1
3	500	1926	6	40	65	0	57	189	310	300	8.130000	0.750000	0
3	500	1926	17	55	60	0	59	214	343	300	8.460000	0.830000	0
3	500	1926	2	38	83	0	43	245	380	299	10.780000	0.860000	0
3	500	1926	18	54	71	0	88	454	548	300	12.760000	1.560000	1
3	500	1926	4	37	78	0	45	239	375	300	10.360000	0.850000	0
3	500	1926	7	56	87	0	46	250	396	299	10.250000	0.880000	0
3	500	1926	7	25	65	1	1110	2475	3366	299	11.040000	6.830000	1
3	500	1926	3	42	80	0	152	267	500	300	2.390000	1.250000	1
3	500	1926	2	38	71	0	51	183	299	299	8.890000	0.700000	0
3	500	1926	17	42	62	0	139	259	487	300	2.750000	1.190000	1
3	500	1926	15	40	76	0	46	272	393	300	12.140000	0.950000	0
3	500	1926	3	33	78	0	50	267	436	300	9.380000	0.920000	0
3	500	1926	16	47	72	0	45	339	503	300	10.670000	1.160000	1
3	500	1926	7	49	81	0	194	334	621	299	1.600000	1.600000	1
3	500	1926	2	54	67	0	33	191	259	299	15.100000	0.710000	0
3	500	1926	10	49	76	0	74	299	524	300	6.180000	1.100000	1
3	500	1926	17	51	63	0	51	431	510	300	15.040000	1.460000	1
3	500	1926	5	31	67	0	59	184	305	300	7.830000	0.740000	0
3	500	1926	5	36	68	0	67	251	440	300	6.820000	0.930000	0
3	500	1926	3	39	60	0	105	524	927	300	4.100000	1.820000	1
3	500	1926	15	42	75	0	44	317	407	300	15.610000	1.090000	1
3	500	1926	10	43	73	0	48	261	417	300	9.690000	0.900000	0
3	500	1926	4	47	64	0	66	245	429	300	6.870000	0.920000	0
3	500	1926	3	31	60	0	46	254	404	300	10.100000	0.900000	0
3	500	1926	14	44	68	0	163	362	758	300	2.180000	1.510000	1
3	500	1926	14	26	77	1	1392	3285	4436	300	14.610000	8.080000	1
3	500	1926	10	38	66	0	50	279	446	300	9.470000	0.970000	0
3	500	1926	6	28	62	0	45	172	241	300	13.730000	0.600000	0
3	500	1926	9	54	87	0	61	191	324	299	7.580000	0.760000	0
3	500	1926	4	35	74	0	75	291	513	300	5.980000	1.070000	1
3	500	1926	17	23	80	1	1978	4363	4167	300	15.280000	13.160000	1
3	500	1926	14	40	73	0	110	791	1168	300	4.000000	2.730000	1
3	500	1926	11	33	87	0	97	339	651	299	4.550000	1.240000	1
3	500	1926	6	21	82	1	1469	3388	4636	300	5.110000	9.780000	1
3	500	1926	15	31	84	0	164	567	821	300	3.340000	2.140000	1
3	500	1926	10	25	63	1	897	2778	4779	300	1.210000	6.740000	1
3	500	1926	8	45	82	0	60	255	333	299	12.620000	1.010000	1
3	500	1926	6	56	85	0	61	254	323	300	13.040000	1.020000	1
3	500	1926	4	50	88	0	58	177	299	300	7.880000	0.700000	0
3	500	1926	8	38	89	0	42	210	284	299	13.860000	0.790000	0
3	500	1926	8	45	64	0	46	259	411	299	9.970000	0.910000	0
3	500	1926	15	40	64	0	67	324	444	300	12.440000	1.130000	1
3	500	1926	3	50	81	0	32	192	259	300	15.260000	0.710000	0
3	500	1926	5	50	60	0	45	218	336	300	10.520000	0.790000	0
3	500	1926	2	26	66	0	60	462	470	299	10.320000	1.520000	1
3	500	1926	6	45	67	0	38	196	262	300	14.510000	0.740000	0
3	500	1926	7	50	62	0	43	267	409	299	10.810000	0.950000	0
3	500	1926	17	58	69	0	43	282	416	300	11.710000	0.960000	0
3	500	1926	7	40	72	0	90	330	624	299	4.830000	1.200000	1
3	500	1926	5	59	84	0	31	181	242	300	15.810000	0.670000	0
3	500	1926	17	21	78	1	1966	4270	4179	300	10.680000	12.910000	1
3	500	1926	9	30	69	0	261	1134	1589	299	1.770000	3.960000	1
3	500	1926	4	24	83	1	914	2838	4704	300	8.910000	9.240000	1
3	500	1926	4	55	60	0	34	190	256	300	15.160000	0.710000	0
3	500	1926	11	35	73	0	116	788	1198	299	3.790000	2.720000	1
3	500	1926	7	46	85	0	78	238	437	299	5.730000	0.920000	0
3	500	1926	9	27	64	0	241	1283	1486	299	4.150000	4.480000	1
3	500	1926	11	48	72	0	39	239	318	299	15.510000	0.850000	0
3	500	1926	2	43	75	0	44	215	288	299	13.620000	0.830000	0
3	500	1926	13	47	68	0	241	673	1448	300	1.170000	2.590000	1
3	500	1926	5	33	61	0	34	190	255	300	15.180000	0.710000	0
3	500	1926	9	48	65	0	43	268	411	299	10.810000	0.950000	0
3	500	1926	1	28	76	0	46	142	225	300	10.150000	0.520000	0
3	500	1926	14	58	78	0	47	367	555	300	10.130000	1.240000	1
3	500	1926	16	28	60	1	792	2085	3108	300	6.520000	5.230000	1
3	500	1926	19	43	67	0	143	329	637	300	2.920000	1.420000	1
3	500	1926	2	24	72	1	731	2272	3314	299	1.690000	5.960000	1
3	500	1926	17	53	81	0	43	265	401	300	10.990000	0.930000	0
3	500	1926	17	21	81	1	1945	4228	4888	300	4.520000	10.630000	1
3	500	1926	3	21	71	1	1202	2973	4354	300	3.420000	9.270000	1
3	500	1926	2	24	60	1	782	2201	3124	299	6.800000	6.640000	1
3	500	1926	3	20	70	1	1381	3064	4491	300	15.270000	9.800000	1
3	500	1926	11	34	86	0	52	315	499	299	9.140000	1.080000	1
3	500	1926	5	36	70	0	81	237	431	300	5.540000	0.940000	0
3	500	1926	3	45	76	0	42	241	371	300	11.120000	0.870000	0
3	500	1926	13	29	66	0	50	881	963	300	9.610000	2.950000	1
3	500	1926	15	45	80	0	43	269	408	300	10.920000	0.950000	0
3	500	1926	15	38	88	0	287	681	1404	300	1.010000	2.800000	1
3	500	1926	18	29	79	0	56	765	841	300	14.270000	2.570000	1
3	500	1926	10	52	70	0	147	275	543	300	2.570000	1.250000	1
3	500	1926	18	50	79	0	61	215	351	300	7.790000	0.860000	0
3	500	1926	15	48	70	0	43	272	403	300	11.940000	0.940000	0
3	500	1926	10	36	70	0	189	476	983	300	1.710000	1.920000	1
3	500	1926	3	31	88	0	42	225	338	300	11.520000	0.820000	0
3	500	1926	12	55	89	0	66	241	417	300	6.970000	0.920000	0
3	500	1926	11	36	86	0	139	244	446	299	2.710000	1.150000	1
3	500	1926	18	21	72	1	1892	4088	4318	300	6.650000	11.460000	1
3	500	1926	3	23	80	1	982	2586	3824	300	4.550000	8.140000	1
3	500	1926	3	51	74	0	42	219	324	300	11.840000	0.810000	0
3	500	1926	8	52	75	0	183	385	765	299	1.800000	1.650000	1
3	500	1926	12	22	69	1	1705	3639	4670	300	6.870000	8.780000	1
3	500	1926	17	23	82	1	1910	3999	5015	300	7.290000	8.280000	1
3	500	1926	3	50	85	0	51	179	295	300	8.840000	0.690000	0
3	500	1926	1	23	83	1	785	2323	3818	300	13.730000	7.370000	1
3	500	1926	8	26	73	1	286	1598	2168	299	1.640000	5.410000	1
3	500	1926	19	34	89	0	52	439	516	300	14.830000	1.490000	1
3	500	1926	7	23	80	1	1471	3423	4542	299	14.280000	10.590000	1
3	500	1926	9	51	86	0	76	317	554	299	5.880000	1.150000	1
3	500	1926	16	35	65	0	67	369	473	300	13.580000	1.280000	1
3	500	1926	2	44	62	0	54	180	294	299	8.580000	0.700000	0
3	500	1926	2	45	79	0	217	348	677	299	1.290000	1.690000	1
3	500	1926	8	40	88	0	33	193	258	299	15.390000	0.710000	0
3	500	1926	16	46	60	0	48	400	478	300	15.530000	1.360000	1
3	500	1926	8	57	78	0	154	355	651	299	3.130000	1.550000	1
3	500	1926	17	43	79	0	71	235	399	300	6.660000	0.930000	0
3	500	1926	19	40	60	0	305	833	1733	300	1.030000	3.130000	1
3	500	1926	10	42	82	0	62	198	333	300	7.440000	0.790000	0
3	500	1926	9	39	65	0	160	363	618	299	3.140000	1.650000	1
3	500	1926	4	20	86	1	1512	3372	4541	300	12.700000	11.210000	1
3	500	1926	7	36	68	0	46	257	409	299	10.090000	0.910000	0
3	500	1926	11	51	76	0	166	450	838	299	3.220000	1.710000	1
3	500	1926	9	57	75	0	86	305	558	299	5.230000	1.140000	1
3	500	1926	1	40	60	0	51	190	316	300	9.150000	0.700000	0
3	500	1926	8	47	65	0	35	191	255	299	15.220000	0.710000	0
3	500	1926	2	58	62	0	143	253	476	299	2.640000	1.190000	1
3	500	1926	4	29	83	0	34	183	247	300	14.830000	0.690000	0
3	500	1926	7	51	67	0	46	259	411	299	10.020000	0.910000	0
3	500	1926	3	34	73	0	71	262	466	300	6.330000	0.970000	0
3	500	1926	1	24	78	1	738	2440	4067	300	8.180000	7.680000	1
3	500	1926	10	27	81	1	408	1630	2649	300	2.810000	5.170000	1
3	500	1926	15	31	73	0	67	215	353	300	7.200000	0.880000	0
3	500	1926	4	50	63	0	168	400	865	300	2.020000	1.590000	1
3	500	1926	6	47	87	0	31	180	241	300	15.920000	0.660000	0
3	500	1926	4	33	62	0	92	434	755	300	4.770000	1.530000	1
3	500	1926	11	21	61	1	1619	3486	4055	299	8.500000	10.180000	1
3	500	1926	16	47	86	0	105	824	1150	300	4.250000	2.830000	1
3	500	1926	15	40	60	0	62	218	353	300	7.700000	0.880000	0
3	500	1926	10	45	87	0	68	258	456	300	6.730000	0.960000	0
3	500	1926	8	36	84	0	51	191	316	299	9.070000	0.720000	0
3	500	1926	9	45	80	0	58	249	320	299	13.340000	0.980000	0
3	500	1926	1	30	85	0	88	193	345	300	4.940000	0.850000	0
3	500	1926	11	44	77	0	43	230	350	299	11.250000	0.840000	0
3	500	1926	8	28	84	0	167	534	786	299	2.740000	1.870000	1
3	500	1926	9	49	67	0	105	435	815	299	4.170000	1.520000	1
3	500	1926	4	37	70	0	59	183	306	300	7.740000	0.730000	0
3	500	1926	10	41	69	0	65	210	353	300	7.250000	0.840000	0
3	500	1926	8	52	68	0	35	190	253	299	15.130000	0.710000	0
3	500	1926	2	21	65	1	1170	2907	4771	299	6.390000	9.160000	1
3	500	1926	14	39	75	0	44	222	331	300	11.460000	0.820000	0
3	500	1926	1	59	62	0	180	351	686	300	1.830000	1.560000	1
3	500	1926	11	55	76	0	38	234	313	299	15.510000	0.830000	0
3	500	1926	19	33	61	0	329	879	1499	300	1.260000	3.370000	1
3	500	1926	3	39	77	0	54	177	291	300	8.520000	0.690000	0
3	500	1926	3	44	62	0	65	218	376	300	7.150000	0.850000	0
3	500	1926	14	20	69	1	1816	3878	3881	300	8.720000	11.850000	1
3	500	1926	17	47	75	0	67	382	480	300	13.570000	1.320000	1
3	500	1926	14	45	67	0	87	377	634	300	5.360000	1.380000	1
3	500	1926	12	42	76	0	54	244	342	300	12.320000	0.910000	0
3	500	1926	7	30	83	0	65	189	330	299	6.990000	0.740000	0
3	500	1926	19	25	75	1	1829	3895	4952	300	8.480000	8.530000	1
3	500	1926	19	21	81	1	2035	4396	4043	300	9.230000	13.370000	1
3	500	1926	14	32	61	0	45	312	404	300	15.270000	1.070000	1
3	500	1926	1	54	79	0	180	313	599	300	1.830000	1.460000	1
3	500	1926	19	27	69	1	1331	3050	4036	300	13.390000	7.230000	1
3	500	1926	10	28	82	0	35	300	367	300	15.130000	1.000000	1
3	500	1926	15	27	77	1	1037	2606	3499	300	9.620000	6.510000	1
3	500	1926	3	53	69	0	43	256	395	300	10.920000	0.910000	0
3	500	1926	7	43	79	0	35	187	252	299	14.870000	0.710000	0
3	500	1926	6	52	87	0	60	187	320	300	7.640000	0.740000	0
3	500	1926	17	57	79	0	199	535	1117	300	1.560000	2.080000	1
3	500	1926	6	42	61	0	89	412	709	300	4.980000	1.460000	1
3	500	1926	4	53	85	0	82	226	402	300	5.450000	0.920000	0
3	500	1926	11	24	79	1	1669	3541	4621	299	7.840000	7.560000	1
3	500	1926	10	40	74	0	42	206	306	300	11.720000	0.750000	0
3	500	1926	5	36	61	0	37	193	260	300	14.650000	0.730000	0
3	500	1926	13	55	60	0	43	288	377	300	15.570000	0.990000	0
3	500	1926	9	51	74	0	35	190	253	299	15.130000	0.710000	0
3	500	1926	1	40	61	0	166	368	793	300	2.050000	1.530000	1
3	500	1926	7	38	76	0	50	237	326	299	12.330000	0.920000	0
3	500	1926	16	49	60	0	48	427	603	300	10.410000	1.440000	1
3	500	1926	9	36	88	0	51	191	318	299	9.150000	0.700000	0
3	500	1926	8	59	67	0	64	260	334	299	12.700000	1.040000	1
3	500	1926	3	21	60	1	1232	2892	4185	300	4.120000	8.950000	1
3	500	1926	19	22	84	1	2045	4516	4157	300	11.810000	13.910000	1
3	500	1926	2	28	87	0	58	734	709	299	11.650000	2.470000	1
3	500	1926	18	54	60	0	65	550	601	300	13.880000	1.860000	1
3	500	1926	2	32	68	0	193	762	1367	299	1.620000	2.700000	1
3	500	1926	13	53	71	0	47	360	545	300	10.080000	1.210000	1
3	500	1926	13	41	79	0	68	277	365	300	13.340000	1.030000	1
3	500	1926	11	51	73	0	73	266	349	299	12.750000	1.050000	1
3	500	1926	3	21	75	1	1237	3048	4907	300	8.870000	9.740000	1
3	500	1926	17	56	88	0	43	273	413	300	10.930000	0.960000	0
3	500	1926	14	44	85	0	79	277	501	300	5.770000	1.030000	1
3	500	1926	17	43	88	0	48	411	592	300	10.280000	1.380000	1
3	500	1926	9	23	75	1	1514	3469	4637	299	9.180000	9.920000	1
3	500	1926	1	49	64	0	63	199	341	300	7.320000	0.790000	0
3	500	1926	15	25	89	1	1865	3919	4722	300	13.240000	8.210000	1
3	500	1926	10	58	70	0	158	362	624	300	3.130000	1.630000	1
3	500	1926	16	22	85	1	1983	4349	4234	300	12.020000	12.710000	1
3	500	1926	9	58	60	0	43	231	349	299	11.350000	0.840000	0
3	500	1926	18	53	62	0	99	386	717	300	4.640000	1.390000	1
3	500	1926	16	23	89	1	2014	4431	4166	300	15.560000	13.240000	1
3	500	1926	9	21	82	1	1670	3697	4327	299	9.920000	11.180000	1
3	500	1926	18	58	67	0	44	265	404	300	11.100000	0.930000	0
3	500	1926	9	27	68	0	293	1213	1329	299	15.330000	3.530000	1
3	500	1926	9	30	86	0	43	235	359	299	11.220000	0.850000	0
3	500	1926	12	20	76	1	1856	4003	4142	300	10.300000	11.840000	1
3	500	1926	8	43	66	0	147	274	541	299	2.570000	1.250000	1
3	500	1926	7	58	77	0	40	199	271	299	14.010000	0.750000	0
3	500	1926	2	40	84	0	32	189	257	299	15.130000	0.690000	0
3	500	1926	2	48	77	0	62	195	337	299	7.380000	0.770000	0
3	500	1926	12	48	64	0	73	253	442	300	6.490000	0.960000	0
3	500	1926	5	57	63	0	48	267	428	300	9.620000	0.920000	0
3	500	1926	1	29	77	0	45	205	321	300	10.480000	0.740000	0
3	500	1926	19	23	71	1	1893	4141	4090	300	14.030000	12.930000	1
3	500	1926	16	56	70	0	48	437	615	300	10.220000	1.470000	1
3	500	1926	13	35	71	0	59	204	327	300	8.210000	0.810000	0
3	500	1926	14	52	87	0	40	264	352	300	15.520000	0.910000	0
3	500	1926	7	58	83	0	118	392	746	299	3.670000	1.470000	1
